Ages[15-49]_All_grade1,Ages[15-49]_All_grade2,Ages[15-49]_All_grade3,Ages[20-29]_All_grade1,Ages[20-29]_All_grade2,Ages[20-29]_All_grade3,Ages[30-39]_All_grade1,Ages[30-39]_All_grade2,Ages[30-39]_All_grade3,Ages[40-49]_All_grade1,Ages[40-49]_All_grade2,Ages[40-49]_All_grade3,Ages[15-49]_Male_grade1,Ages[15-49]_Male_grade2,Ages[15-49]_Male_grade3,Ages[20-29]_Male_grade1,Ages[20-29]_Male_grade2,Ages[20-29]_Male_grade3,Ages[30-39]_Male_grade1,Ages[30-39]_Male_grade2,Ages[30-39]_Male_grade3,Ages[40-49]_Male_grade1,Ages[40-49]_Male_grade2,Ages[40-49]_Male_grade3,Ages[15-49]_Female_grade1,Ages[15-49]_Female_grade2,Ages[15-49]_Female_grade3,Ages[20-29]_Female_grade1,Ages[20-29]_Female_grade2,Ages[20-29]_Female_grade3,Ages[30-39]_Female_grade1,Ages[30-39]_Female_grade2,Ages[30-39]_Female_grade3,Ages[40-49]_Female_grade1,Ages[40-49]_Female_grade2,Ages[40-49]_Female_grade3,country,year
0.6690908670425415,0.667214035987854,0.6518120765686035,0.46089890599250793,0.4587494432926178,0.4469253420829773,0.29279062151908875,0.2909291684627533,0.27910006046295166,0.2509814500808716,0.24894459545612335,0.23700310289859772,0.8165464997291565,0.8143547773361206,0.8011922240257263,0.6443944573402405,0.6416856646537781,0.6256739497184753,0.4677915573120117,0.46637973189353943,0.448259562253952,0.3987610340118408,0.3956167995929718,0.3774837553501129,0.512732982635498,0.5111901164054871,0.4934135377407074,0.2815178632736206,0.2799151837825775,0.2721847891807556,0.11142820119857788,0.1091008111834526,0.10379141569137573,0.09872087091207504,0.09782495349645615,0.09226275980472565,Afghanistan,2015
0.48587873578071594,0.48017069697380066,0.4655100405216217,0.2672358453273773,0.2657349705696106,0.25799933075904846,0.19127853214740753,0.18883943557739258,0.18269295990467072,0.18715111911296844,0.1865408718585968,0.1833610236644745,0.6158968210220337,0.6107347011566162,0.5943437218666077,0.41783076524734497,0.41544535756111145,0.4043484330177307,0.3058299422264099,0.3017897307872772,0.2923614978790283,0.30902963876724243,0.30780819058418274,0.302899569272995,0.33725854754447937,0.3309265077114105,0.31824371218681335,0.12308882176876068,0.12243460863828659,0.11791633814573288,0.08455478399991989,0.08360740542411804,0.080518439412117,0.06546588242053986,0.06546588242053986,0.06401202082633972,Afghanistan,2007
0.5164305567741394,0.5142330527305603,0.5022685527801514,0.32777470350265503,0.3262496292591095,0.3180025815963745,0.22198083996772766,0.2204720675945282,0.21403972804546356,0.20561067759990692,0.2050618976354599,0.20014671981334686,0.6454715132713318,0.6437218189239502,0.6322237253189087,0.48821285367012024,0.4868350028991699,0.4770319163799286,0.3561035692691803,0.35402774810791016,0.3442217707633972,0.3303641080856323,0.3293439447879791,0.32102739810943604,0.3687998056411743,0.3660898804664612,0.35359179973602295,0.15942402184009552,0.15774445235729218,0.15113019943237305,0.08607234805822372,0.08513818681240082,0.08212441205978394,0.07308530062437057,0.073037289083004,0.07173537462949753,Afghanistan,2010
0.9142944812774658,0.9035277366638184,0.8716903328895569,0.8537697196006775,0.8407920002937317,0.8107940554618835,0.7757245302200317,0.7571094632148743,0.7135694622993469,0.7864683270454407,0.7584273815155029,0.7080246806144714,0.943719208240509,0.9345108866691589,0.9017509818077087,0.9177775382995605,0.9116826057434082,0.8953112959861755,0.8695104718208313,0.857323408126831,0.8312669396400452,0.8883456587791443,0.8713048100471497,0.8432605266571045,0.8870103359222412,0.8747985363006592,0.8438165187835693,0.8047541975975037,0.786505937576294,0.7460730671882629,0.6996169686317444,0.6757855415344238,0.6180575489997864,0.6876260638237,0.6489126682281494,0.5768176913261414,Angola,2015
0.8769897222518921,0.841497004032135,0.762864351272583,0.88126540184021,0.8541581630706787,0.7958917021751404,0.8836246728897095,0.8538116812705994,0.8052309155464172,0.7475157380104065,0.7175192832946777,0.6462613940238953,0.9124380350112915,0.8820787072181702,0.8057882785797119,0.9472455978393555,0.9310450553894043,0.9010974764823914,0.9673844575881958,0.9548811912536621,0.9296479225158691,0.9132944345474243,0.8942667841911316,0.8369427919387817,0.8449079394340515,0.8047693967819214,0.7240169048309326,0.8291079998016357,0.7933789491653442,0.7127264142036438,0.8082483410835266,0.7628580331802368,0.6932666897773743,0.5591922402381897,0.516735315322876,0.4296485483646393,Angola,1999
0.8895888328552246,0.8520694375038147,0.7719677090644836,0.8316648006439209,0.7940695285797119,0.7345598936080933,0.7842355370521545,0.7374327778816223,0.6674498915672302,0.7662461996078491,0.7105000615119934,0.6470478177070618,0.9303045272827148,0.8957515954971313,0.825941801071167,0.9300333857536316,0.902628481388092,0.8621396422386169,0.8944129347801208,0.869511604309082,0.8239040374755859,0.9101716876029968,0.8767846822738647,0.8311943411827087,0.8530554175376892,0.8128743171691895,0.7235376834869385,0.7536606788635254,0.7079846858978271,0.6333919167518616,0.6954461932182312,0.6309934854507446,0.5413671135902405,0.6236662268638611,0.5457699298858643,0.4646226763725281,Angola,2008
0.8037334680557251,0.7467886209487915,0.6317201852798462,0.7501237988471985,0.7207641005516052,0.6540409326553345,0.7652750611305237,0.7378252148628235,0.6753469705581665,0.6372105479240417,0.6041435599327087,0.5511823296546936,0.8931829929351807,0.8360055685043335,0.715578019618988,0.8758968710899353,0.8628644943237305,0.813206136226654,0.9002432823181152,0.8888370394706726,0.849750816822052,0.845666766166687,0.8221235871315002,0.7654707431793213,0.7250146269798279,0.668274462223053,0.5579222440719604,0.6648288369178772,0.624396562576294,0.5461006164550781,0.6490151882171631,0.6077457070350647,0.5251177549362183,0.4102284014225006,0.36679109930992126,0.317849725484848,Angola,2001
0.9810620546340942,0.9810620546340942,0.980475902557373,0.982853889465332,0.982853889465332,0.9805594086647034,0.9845997095108032,0.9845997095108032,0.9845997095108032,0.9844174981117249,0.9844174981117249,0.9842045903205872,0.9779881834983826,0.9779881834983826,0.9767028093338013,0.9766796231269836,0.9766796231269836,0.9731079339981079,0.9781677722930908,0.9781677722930908,0.9781677722930908,0.9900094270706177,0.9900094270706177,0.989594042301178,0.9836387634277344,0.9836387634277344,0.9836387634277344,0.9874538779258728,0.9874538779258728,0.9861108660697937,0.9906715750694275,0.9906715750694275,0.9906715750694275,0.9785364270210266,0.9785364270210266,0.9785364270210266,Albania,2002
0.9910789132118225,0.9855561852455139,0.9817426800727844,0.9842941761016846,0.9803438186645508,0.9777917861938477,0.9768013954162598,0.971110999584198,0.9692471623420715,0.9893540740013123,0.984624445438385,0.9843347668647766,0.9895496964454651,0.9840745329856873,0.9818267226219177,0.986349880695343,0.9835915565490723,0.9826523065567017,0.978945791721344,0.9734271764755249,0.9708666205406189,0.9918307662010193,0.9866027235984802,0.9859642386436462,0.9925717711448669,0.9870026707649231,0.9816606640815735,0.981913685798645,0.9765830039978027,0.9721633195877075,0.9747785329818726,0.9689261317253113,0.9677194952964783,0.9872972965240479,0.9829815626144409,0.9829815626144409,Albania,2017
0.992480993270874,0.990077018737793,0.9844271540641785,0.9948058724403381,0.9948058724403381,0.9939768314361572,0.9947717189788818,0.9945673942565918,0.9915853142738342,0.9935582876205444,0.9913908839225769,0.9865114688873291,0.9873309135437012,0.9858959913253784,0.977428674697876,0.9892739057540894,0.9892739057540894,0.9883399605751038,0.9908082485198975,0.9908082485198975,0.9878528118133545,0.9871811270713806,0.9862741827964783,0.9840080738067627,0.9978176951408386,0.9944096803665161,0.9916792511940002,1.0,1.0,0.9992694854736328,0.9985871911048889,0.9981861710548401,0.9951784610748291,1.0,0.9965593218803406,0.9890402555465698,Albania,2000
